slug,name,type,service_category,region,tags,phone,website,email_1,address,street,postal_code,latitude,longitude,rating,reviews,working_hours,about,photo,facebook,instagram,place_id
chilli-padi-confinement-food-delivery,Chilli Padi Confinement Food Delivery,Caterer,Confinement Food,East,,+65 6914 9900,https://www.chillipadiconfinement.com/,confinement@chillipadi.com.sg,"3015 Bedok North Street 5, #04-21 Shimei East Kitchen, Singapore 486350","3015 Bedok North Street 5, #04-21 Shimei East Kitchen",486350,1.3369246,103.9475734,4.6,368,"{""Monday"": [""9am-6pm""], ""Tuesday"": [""9am-6pm""], ""Wednesday"": [""9am-6pm""], ""Thursday"": [""9am-6pm""], ""Friday"": [""9am-6pm""], ""Saturday"": [""9am-12:30pm""], ""Sunday"": [""Closed""]}","{""Service options"": {""Delivery"": true, ""Takeaway"": true}}",https://lh3.googleusercontent.com/gps-cs-s/APNQkAEuKyqO6yBC0nrVYX7Oa64OHJEvxOjXIhp-1JdGqlye80Or08mnb8aoqZd1ZVqMeSb_m3VVYZEFpQWnhnmtP95PrBeLroF9l6h_Mi6J_IjgtnhjfiYr8D9axzDqLXVVxSfFSV4g=w800-h500-k-no,https://facebook.com/chillipadiconfinement,http://instagram.com/chillipadiconfinement,ChIJ5yW56Do92jERw1eXOkLZBRQ
relacto,ReLacto,Caterer,Confinement Food,North,,+65 6360 1000,https://relacto.com.sg/,sales@relacto.com.sg,"81 Tagore Ln, #01-11 TAG A Singapore 787502, Singapore 787502","81 Tagore Ln, #01-11 TAG A Singapore 787502",787502,1.3872542,103.8291726,4.8,365,"{""Monday"": [""10am-7pm""], ""Tuesday"": [""10am-7pm""], ""Wednesday"": [""10am-7pm""], ""Thursday"": [""10am-7pm""], ""Friday"": [""10am-7pm""], ""Saturday"": [""10am-7pm""], ""Sunday"": [""10am-7pm""]}","{""Service options"": {""Delivery"": true, ""Takeaway"": true}, ""Payments"": {""Debit cards"": true, ""NFC mobile payments"": true, ""Credit cards"": true}}",https://lh3.googleusercontent.com/gps-cs-s/APNQkAFeHsvy39x89NSzDDciHRSVsmW1iX4gFr59bTat7tPr1MPLT07gjNs_Z1GWNQ2KN9c9JluqA6aFguFTKV36NPXMoboHoBkWyXqvZ9_MBmv-ni1-L21ELJxvBdTLVi77ZO1HVszp=w800-h500-k-no,https://www.facebook.com/relactosg/,https://www.instagram.com/relactosg,ChIJme43EegX2jERI5BYvPrTnA4
kim-paradise-tingkat-food-healthy-meal-delivery-in-singapore,Kim Paradise – Tingkat Food & Healthy Meal Delivery In Singapore,Caterer,Confinement Food,West,,+65 6255 1000,https://www.kimparadise.com.sg/,enquiry@kimparadise.com.sg,"30B Quality Rd, Singapore 618826",30B Quality Rd,618826,1.3291387,103.7090975,4.3,712,"{""Monday"": [""9am-7:30pm""], ""Tuesday"": [""9am-7:30pm""], ""Wednesday"": [""9am-7:30pm""], ""Thursday"": [""9am-7:30pm""], ""Friday"": [""9am-7:30pm""], ""Saturday"": [""9am-7pm""], ""Sunday"": [""9am-7pm""]}","{""Service options"": {""Delivery"": true, ""Takeaway"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}}",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGWZB-Qj5Worhr8kFlnBOwurSffFKHoTnR4XN_siCXMdk0QPGwjLXbB6BGJosnRDCbTqb_oltXbARi0fkwmfGTIf1cZnUYboX-doyTk_1QoBydeep1mYXnUijmgB9D95mPzh39i=w800-h500-k-no,https://www.facebook.com/kimparadisesingapore/,https://www.instagram.com/kimparadisesg,ChIJ0_9FVzQP2jER1lXOJMSy_AQ
nannypro-pte-ltd,NannyPro Pte Ltd,Child care agency,Nanny Agency,North-East,,+65 6994 3009,http://www.nannypro.com.sg/,care@nannypro.com.sg,"203 Hougang St 21, #03-77, Singapore 530203","203 Hougang St 21, #03-77",530203,1.3581182,103.8844493,4.9,188,"{""Monday"": [""9am-6pm""], ""Tuesday"": [""9am-6pm""], ""Wednesday"": [""9am-6pm""], ""Thursday"": [""9am-6pm""], ""Friday"": [""9am-6pm""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}","{""From the business"": {""Identifies as women-owned"": true}, ""Other"": {""Identifies as women-owned"": true}}",https://lh3.googleusercontent.com/gps-cs-s/APNQkAHlWV_cSmzTbSskHhGAVTPulAiJELvtHOq_sKGTBkEV14Hwb3GvkTtEzkrrDVv-HiN9JAxCYMh82rq1txyuF14uufM-1lFGgQ4Xds1FJFPgNyvINWdKuovqqg7e1O-PqlwDtS-d=w800-h500-k-no,https://www.facebook.com/nannyprosg,https://www.instagram.com/nannypro_ig,ChIJpcodKAYa2jERenkuPwPXqTM
warda-doula-care,Warda Doula Care,Doula,Postnatal Services,North-East,24-hour,+65 9880 1417,https://www.wardadoulacare.com/,warda@wardayusoffdoula.com,"244 Hougang Street 22, Singapore 530244",244 Hougang Street 22,530244,1.3581372,103.8920317,5.0,34,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}","{""Crowd"": {""LGBTQ+ friendly"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6H2YSqOBiDZaM3kQJCk7bw&cb_client=search.gws-prod.gps&w=800&h=500&yaw=160.45328&pitch=0&thumbfov=100,,,ChIJn2V0r3sk34wR0G3noLaxCHg
babies-bellies,Babies Bellies,Massage therapist,Postnatal Services,Central,wheelchair-accessible,+65 9228 6372,http://www.babiesbellies.sg/,enquiries@babiesbellies.sg,"10 Sinaran Dr, #04 - 39-44, Singapore 307506","10 Sinaran Dr, #04 - 39-44",307506,1.3206513,103.8443689,4.8,211,"{""Monday"": [""10am-8pm""], ""Tuesday"": [""10am-8pm""], ""Wednesday"": [""10am-8pm""], ""Thursday"": [""10am-8pm""], ""Friday"": [""10am-8pm""], ""Saturday"": [""10am-8pm""], ""Sunday"": [""10am-8pm""]}","{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Outdoor services"": true, ""On-site services"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible seating"": true, ""Wheelchair-accessible toilet"": true}, ""Amenities"": {""Restaurant"": false}, ""Planning"": {""Appointment required"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""Identifies as women-owned"": true}}",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGGpSPoSUMBczURT2-J9jF5jWAaGMhl3lzNg03anewwyhOs0lm0ipzC00VyULauUMExDcYzSpL62Y-G-bIiokWcYYUY2a8O26DDbq3WxnRY6BDzBa2xdzL46C05weRFYPqTqeB8=w800-h500-k-no,https://www.facebook.com/BabiesbelliesSG/,,ChIJMaYQW-cZ2jERJPfggTeTwn0
pk-women-s-specialist-gynae-clinic-gynaecology-women-s-healt,"PK Women's Specialist & Gynae Clinic - Gynaecology | Women's Health | Pregnancy Package, Postnatal Care - Dr. Tan Poh Kok",Specialized clinic,,Central,wheelchair-accessible,+65 6636 9909,https://pkwomensclinic.com/,enquiry@pkwomensclinic.com,"2 Tai Thong Cres, #01-12 The Venue Residences/Shoppes, Singapore 347836","2 Tai Thong Cres, #01-12 The Venue Residences/Shoppes",347836,1.3292466,103.8689931,4.9,59,"{""Monday"": [""9am-1pm"", ""2-5:30pm"", ""6:30-9pm""], ""Tuesday"": [""9am-1pm"", ""2-5:30pm""], ""Wednesday"": [""9am-1pm"", ""2:30-5:30pm"", ""6:30-9pm""], ""Thursday"": [""9am-1pm"", ""2-5:30pm""], ""Friday"": [""Closed""], ""Saturday"": [""9am-12:30pm""], ""Sunday"": [""Closed""]}","{""Accessibility"": {""Wheelchair-accessible car park"": true}, ""Planning"": {""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",https://lh3.googleusercontent.com/gps-cs-s/APNQkAEf26O2_QjB2QYk7HItzevOAuCA35eRWSs8cvuFkszb9RSgYECR-mjEVZMU1brKkE0qAdiVbR9qhYI3iO6iEWYH9DDoJbsI1EZkiDB5m3rhh7jdcURBwUmjEcszYyUp451vtbA9aQ=w800-h500-k-no,,,ChIJab7g08UX2jERZ7-2-ZaCHHk
ample-life-wellness-beauty,Ample Life - Wellness & Beauty,Wellness center,Postnatal Services,Central,wheelchair-accessible,+65 6970 1155,https://www.amplelife.com.sg/,royalsq@amplelife.com.sg,"103 Irrawaddy Rd, #02-19 Royal Square at Novena and Royal Square Medical Centre, Singapore 329566","103 Irrawaddy Rd, #02-19 Royal Square at Novena and Royal Square Medical Centre",329566,1.3204496,103.8430571,4.9,385,"{""Monday"": [""Closed""], ""Tuesday"": [""11am-9pm""], ""Wednesday"": [""11am-9pm""], ""Thursday"": [""11am-9pm""], ""Friday"": [""10am-6pm""], ""Saturday"": [""10am-7pm""], ""Sunday"": [""10am-6pm""]}","{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""On-site services"": false}, ""Accessibility"": {""Wheelchair-accessible seating"": true, ""Wheelchair-accessible toilet"": true}, ""Amenities"": {""Restaurant"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Family discount"": true}, ""Parking"": {""Paid multi-storey car park"": true}, ""Other"": {""Identifies as women-owned"": true}}",https://lh3.googleusercontent.com/gps-cs-s/APNQkAFqJ_xi0r0w6X_poMq8CdbZlOLE4wLeaBPc5tAR9eiKGyhhMa2eK7uqx7HgyAPGQ9Cu75jJJHiOimqF0G2ELOd7PzT8WB13s_g5Q1Cn-AEhR2Ub65Cppepx0UmmRTwCQGRLEao=w800-h500-k-no,https://www.facebook.com/amplelifeSG/,https://www.instagram.com/amplelifesg,ChIJtxoKOr0Z2jERYjF99n1NKDE
mumsrelle-pte-ltd,Mumsrelle Pte. Ltd.,Pregnancy care center,,Central,,+65 6390 1210,https://mumsrelle.com/,tech@mumsme.com,"277 Orchard Rd, #03-06, Singapore 238858","277 Orchard Rd, #03-06",238858,1.300459,103.8393516,4.7,108,"{""Monday"": [""10am-8pm""], ""Tuesday"": [""10am-8pm""], ""Wednesday"": [""10am-8pm""], ""Thursday"": [""10am-8pm""], ""Friday"": [""10am-8pm""], ""Saturday"": [""10am-8pm""], ""Sunday"": [""10am-8pm""]}","{""Service options"": {""On-site services"": true}, ""Amenities"": {""Wi-Fi"": true}, ""Planning"": {""Appointment required"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""Paid multi-storey car park"": true}}",https://lh3.googleusercontent.com/gps-cs-s/APNQkAHRMd80cFRG5ufYnzCv45TGZ7Bnqts8N9sSlXacBQAP-GDDSTBADknXRO-9kyZG8cEdI2LKMmLNhLcO0_15GzBkyN_H_m6nNXNXYGQrfGxj6GwHEtHTIXzsL9Y2Q6PwKya_5MzZ=w800-h500-k-no,https://www.facebook.com/Mumsrelle,https://www.instagram.com/mumsrelle,ChIJKQloFeUZ2jERNSfvv1YrMC8
m-wellness-pte-ltd,M.Wellness Pte Ltd,Wellness program,Postnatal Services,North-East,wheelchair-accessible,+65 9777 0309,https://mwellness.sg/,info@mwellness.sg,"40 Jln Pemimpin, #03-06D Tat Ann Building, Singapore 577185","40 Jln Pemimpin, #03-06D Tat Ann Building",577185,1.348164,103.8425763,4.9,42,"{""Monday"": [""10am-9pm""], ""Tuesday"": [""10am-9pm""], ""Wednesday"": [""10am-9pm""], ""Thursday"": [""10am-9pm""], ""Friday"": [""10am-9pm""], ""Saturday"": [""10am-4pm""], ""Sunday"": [""Closed""]}","{""From the business"": {""Identifies as women-owned"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""Identifies as women-owned"": true}}",https://lh3.googleusercontent.com/gps-cs-s/APNQkAHmaGVZEKO1CrpHRbnD3sga0Ye7EAcNvjFoPf1GYdRCz8Euy4JBHiZngaIKVNeodYsBAviOqwqj5rnvMVXtVM-boExz0E1fANw3MMkAhCo0no-N13V4tBrsOJr2cxhpwUK1F61G=w800-h500-k-no,https://www.facebook.com/M.Wellnesssingapore/,https://www.instagram.com/mwellnesssg,ChIJUZeGnEUR2jERDAEFKZ8SSqc
orchard-clinic,Orchard Clinic (Orchard branch),Wellness center,Postnatal Services,Central,wheelchair-accessible,+65 6235 4560,https://www.orchardclinic.com/,method@orchardclinic.com,"302 Orchard Rd, #09-01A Tong Building, Singapore 238862","302 Orchard Rd, #09-01A Tong Building",238862,1.3040511,103.8348476,4.9,214,"{""Monday"": [""9am-6pm""], ""Tuesday"": [""9am-8pm""], ""Wednesday"": [""9am-8pm""], ""Thursday"": [""9am-8pm""], ""Friday"": [""9am-6pm""], ""Saturday"": [""9am-6pm""], ""Sunday"": [""Closed""]}","{""Service options"": {""On-site services"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""Paid multi-storey car park"": true}}",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGs01Wql_6xuYqclpWY04qKs4yCir6ma_ImRurE2F2Gd8am1u0HquNwhYqldK7A_XwP4k5CyZuVaXnv1aCozMa4QA7VkphqfToaROF51_9TneZ3SinTwa8RcDNzdxTjZxAx6o8HWPBo-eZc=w800-h500-k-no,http://www.facebook.com/orchardclinicsg,https://www.instagram.com/orchard.clinic,ChIJf7wNbUQZ2jERi_KMTJJMU0Y
sarasa-spa-at-home-postnatal-massage-prenatal-singapore,sarasa spa at home/Postnatal massage/Prenatal/ Singapore/産前/産後マッサージ/シンガポール,Massage therapist,Postnatal Services,Central,,+65 9040 4260,https://sarasa-spa-at-home.my.canva.site/sarasa,sarasa.spa.at.home@gmail.com,Singapore 329980,,329980,1.35765,103.831394,5.0,45,"{""Monday"": [""9am-6pm""], ""Tuesday"": [""9am-6pm""], ""Wednesday"": [""9am-6pm""], ""Thursday"": [""9am-6pm""], ""Friday"": [""9am-6pm""], ""Saturday"": [""9am-5pm""], ""Sunday"": [""9am-5pm""]}","{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""On-site services"": false}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Planning"": {""Appointment required"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",https://lh3.googleusercontent.com/gps-cs-s/APNQkAHFE12HC8Nx_RjiDIWNZpVGZXTyeOZP1XvyNg4aeya7r3g8TfYi8iknSvoEjvXYsJ_f2HQ_xuuC0TMh5QFdCQ6EtT2G_ABRj0CCvzeiEAoChtM1CRlqVl3ljYG3iFl3yyF0MLg=w800-h500-k-no,,,ChIJVZSfneMOvYERokdYPAnoS9s
inspire-mum-baby-birth-prenatal-and-postnatal-fitness-swim-t,"Inspire Mum & Baby (Bendemeer) - Birth, Prenatal and Postnatal Fitness, Swim & Therapy",Baby swimming school,,Central,wheelchair-accessible,+65 9234 1866,https://inspiremumbaby.com/,info@inspiremumbaby.com,"1177 Serangoon Rd, #01-01, Singapore 328231","1177 Serangoon Rd, #01-01",328231,1.3260729,103.8663923,5.0,78,"{""Monday"": [""9am-6pm""], ""Tuesday"": [""9am-6pm""], ""Wednesday"": [""9am-6pm""], ""Thursday"": [""9am-6pm""], ""Friday"": [""9am-6pm""], ""Saturday"": [""9am-6pm""], ""Sunday"": [""9am-6pm""]}","{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Online classes"": true, ""On-site services"": true}, ""Accessibility"": {""Wheelchair-accessible seating"": true, ""Wheelchair-accessible toilet"": true}, ""Amenities"": {""Gender-neutral toilets"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Planning"": {""Appointment required"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}, ""Children"": {""Family discount"": true}, ""Parking"": {""On-site parking"": true, ""Paid multi-storey car park"": true, ""Paid parking lot"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",https://lh3.googleusercontent.com/gps-cs-s/APNQkAFuubXuzPbfbuo7xpOsSXEEsxxBi49RExB0ZWdst0hZecuHmmDpjpvzzlienmbC4Zxkmrpl3gQMpb-naQPpsd3VychoFh89hIGth624PPsOTzFzsWWMV6X2_lr6a-82fQ4_oqomu_3ojBY=w800-h500-k-no,,,ChIJBRSP9m4Z2jER69v_pKCcBuo
